,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_SLUG,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
206,1629750,"Green, Javonte",Javonte Green,1,2019,2021,javonte_green,javonte_green,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
207,201145,"Green, Jeff",Jeff Green,1,2007,2021,jeff_green,jeff_green,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
208,1630182,"Green, Josh",Josh Green,1,2020,2021,josh_green,josh_green,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
209,201933,"Griffin, Blake",Blake Griffin,1,2009,2021,blake_griffin,blake_griffin,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
210,1629656,"Grimes, Quentin",Quentin Grimes,1,2021,2021,quentin_grimes,quentin_grimes,1610612752,New York,Knicks,NYK,knicks,knicks,Y,00
212,1629060,"Hachimura, Rui",Rui Hachimura,1,2019,2021,rui_hachimura,rui_hachimura,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
213,1630169,"Haliburton, Tyrese",Tyrese Haliburton,1,2020,2021,tyrese_haliburton,tyrese_haliburton,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
215,1630181,"Hampton, R.J.",R.J. Hampton,1,2020,2021,rj_hampton,rj_hampton,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
216,203501,"Hardaway Jr., Tim",Tim Hardaway Jr.,1,2013,2021,tim_hardaway_jr,tim_hardaway_jr,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
217,201935,"Harden, James",James Harden,1,2009,2021,james_harden,james_harden,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
218,203090,"Harkless, Maurice",Maurice Harkless,1,2012,2021,maurice_harkless,maurice_harkless,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
219,1629607,"Harper, Jared",Jared Harper,1,2019,2021,jared_harper,jared_harper,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
220,1626149,"Harrell, Montrezl",Montrezl Harrell,1,2015,2021,montrezl_harrell,montrezl_harrell,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01
221,203914,"Harris, Gary",Gary Harris,1,2014,2021,gary_harris,gary_harris,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
222,203925,"Harris, Joe",Joe Harris,1,2014,2021,joe_harris,joe_harris,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
223,202699,"Harris, Tobias",Tobias Harris,1,2011,2021,tobias_harris,tobias_harris,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
225,1628404,"Hart, Josh",Josh Hart,1,2017,2021,josh_hart,josh_hart,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01
226,1628392,"Hartenstein, Isaiah",Isaiah Hartenstein,1,2018,2021,isaiah_hartenstein,isaiah_hartenstein,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
227,2617,"Haslem, Udonis",Udonis Haslem,1,2003,2021,udonis_haslem,udonis_haslem,1610612748,Miami,Heat,MIA,heat,heat,Y,00
228,1630573,"Hauser, Sam",Sam Hauser,1,2021,2021,sam_hauser,sam_hauser,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,11
229,1629637,"Hayes, Jaxson",Jaxson Hayes,1,2019,2021,jaxson_hayes,jaxson_hayes,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
230,1630165,"Hayes, Killian",Killian Hayes,1,2020,2021,killian_hayes,killian_hayes,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
231,202330,"Hayward, Gordon",Gordon Hayward,1,2010,2021,gordon_hayward,gordon_hayward,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
233,1627823,"Hernangomez, Juancho",Juancho Hernangomez,1,2016,2021,juan_hernangomez,juancho_hernangomez,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
234,1626195,"Hernangomez, Willy",Willy Hernangomez,1,2016,2021,willy_hernangomez,willy_hernangomez,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
235,1629639,"Herro, Tyler",Tyler Herro,1,2019,2021,tyler_herro,tyler_herro,1610612748,Miami,Heat,MIA,heat,heat,Y,00
236,1627741,"Hield, Buddy",Buddy Hield,1,2016,2021,buddy_hield,buddy_hield,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
237,1629312,"Highsmith, Haywood",Haywood Highsmith,1,2018,2021,haywood_highsmith,haywood_highsmith,1610612748,Miami,Heat,MIA,heat,heat,Y,11
238,201588,"Hill, George",George Hill,1,2008,2021,george_hill,george_hill,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
239,1630792,"Hill, Malcolm",Malcolm Hill,1,2021,2021,malcolm_hill,malcolm_hill,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,11
241,1630207,"Hinton, Nate",Nate Hinton,1,2020,2021,nate_hinton,nate_hinton,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
243,1628988,"Holiday, Aaron",Aaron Holiday,1,2018,2021,aaron_holiday,aaron_holiday,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
244,201950,"Holiday, Jrue",Jrue Holiday,1,2009,2021,jrue_holiday,jrue_holiday,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
245,203200,"Holiday, Justin",Justin Holiday,1,2012,2021,justin_holiday,justin_holiday,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01
246,1626158,"Holmes, Richaun",Richaun Holmes,1,2015,2021,richaun_holmes,richaun_holmes,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01
247,203918,"Hood, Rodney",Rodney Hood,1,2014,2021,rodney_hood,rodney_hood,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
249,201143,"Horford, Al",Al Horford,1,2007,2021,al_horford,al_horford,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00
250,1629659,"Horton-Tucker, Talen",Talen Horton-Tucker,1,2019,2021,talen_horton-tucker,talen_horton-tucker,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
251,1627863,"House Jr., Danuel",Danuel House Jr.,1,2016,2021,danuel_house,danuel_house_jr,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
252,2730,"Howard, Dwight",Dwight Howard,1,2004,2021,dwight_howard,dwight_howard,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
253,1630210,"Howard, Markus",Markus Howard,1,2020,2021,markus_howard,markus_howard,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,11
254,1628989,"Huerter, Kevin",Kevin Huerter,1,2018,2021,kevin_huerter,kevin_huerter,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
256,1630190,"Hughes, Elijah",Elijah Hughes,1,2020,2021,elijah_hughes,elijah_hughes,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01
257,1630624,"Hunt, Feron",Feron Hunt,1,2021,2021,feron_hunt,feron_hunt,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
258,1629631,"Hunter, De'Andre",De'Andre Hunter,1,2019,2021,deandre_hunter,deandre_hunter,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
260,1630538,"Hyland, Bones",Bones Hyland,1,2021,2021,nahshon_hyland,bones_hyland,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
261,201586,"Ibaka, Serge",Serge Ibaka,1,2009,2021,serge_ibaka,serge_ibaka,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
262,2738,"Iguodala, Andre",Andre Iguodala,1,2004,2021,andre_iguodala,andre_iguodala,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00
263,204060,"Ingles, Joe",Joe Ingles,1,2014,2021,joe_ingles,joe_ingles,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
264,1627742,"Ingram, Brandon",Brandon Ingram,1,2016,2021,brandon_ingram,brandon_ingram,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
265,202681,"Irving, Kyrie",Kyrie Irving,1,2011,2021,kyrie_irving,kyrie_irving,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
266,1628371,"Isaac, Jonathan",Jonathan Isaac,1,2017,2021,jonathan_isaac,jonathan_isaac,1610612753,Orlando,Magic,ORL,magic,magic,Y,01
268,1628402,"Jackson, Frank",Frank Jackson,1,2017,2021,frank_jackson,frank_jackson,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
269,1630543,"Jackson, Isaiah",Isaiah Jackson,1,2021,2021,tmp_isaiah_jackson,isaiah_jackson,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
270,1628367,"Jackson, Josh",Josh Jackson,1,2017,2021,josh_jackson,josh_jackson,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01
272,202704,"Jackson, Reggie",Reggie Jackson,1,2011,2021,reggie_jackson,reggie_jackson,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
273,1628991,"Jackson Jr., Jaren",Jaren Jackson Jr.,1,2018,2021,jaren_jackson_jr,jaren_jackson_jr,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
274,2544,"James, LeBron",LeBron James,1,2003,2021,lebron_james,lebron_james,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
277,1629660,"Jerome, Ty",Ty Jerome,1,2019,2021,ty_jerome,ty_jerome,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
278,1630198,"Joe, Isaiah",Isaiah Joe,1,2020,2021,isaiah_joe,isaiah_joe,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
281,1629661,"Johnson, Cameron",Cameron Johnson,1,2019,2021,cameron_johnson,cameron_johnson,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
282,1630525,"Johnson, David",David Johnson,1,2021,2021,david_johnson,david_johnson,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
283,1630552,"Johnson, Jalen",Jalen Johnson,1,2021,2021,jalen_johnson,jalen_johnson,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
286,1629640,"Johnson, Keldon",Keldon Johnson,1,2019,2021,keldon_johnson,keldon_johnson,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
287,1630553,"Johnson, Keon",Keon Johnson,1,2021,2021,keon_johnson,keon_johnson,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11
288,1626169,"Johnson, Stanley",Stanley Johnson,1,2015,2021,stanley_johnson,stanley_johnson,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
290,203999,"Jokic, Nikola",Nikola Jokic,1,2015,2021,nikola_jokic,nikola_jokic,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
292,1627745,"Jones, Damian",Damian Jones,1,2016,2021,damian_jones,damian_jones,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01
293,1630529,"Jones, Herbert",Herbert Jones,1,2021,2021,herbert_jones,herbert_jones,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
295,1630539,"Jones, Kai",Kai Jones,1,2021,2021,kai_jones,kai_jones,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
296,1630222,"Jones, Mason",Mason Jones,1,2020,2021,mason_jones,mason_jones,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11
297,1630200,"Jones, Tre",Tre Jones,1,2020,2021,tre_jones,tre_jones,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
298,1626145,"Jones, Tyus",Tyus Jones,1,2015,2021,tyus_jones,tyus_jones,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
299,1627884,"Jones Jr., Derrick",Derrick Jones Jr.,1,2016,2021,derrick_jones_jr,derrick_jones_jr,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01
300,201599,"Jordan, DeAndre",DeAndre Jordan,1,2008,2021,deandre_jordan,deandre_jordan,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
301,202709,"Joseph, Cory",Cory Joseph,1,2011,2021,cory_joseph,cory_joseph,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
304,1628379,"Kennard, Luke",Luke Kennard,1,2017,2021,luke_kennard,luke_kennard,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
305,1630296,"Key, Braxton",Braxton Key,1,2021,2021,braxton_key,braxton_key,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,11
308,1630557,"Kispert, Corey",Corey Kispert,1,2021,2021,corey_kispert,corey_kispert,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
309,1628467,"Kleber, Maxi",Maxi Kleber,1,2017,2021,maxi_kleber,maxi_kleber,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
311,1630233,"Knight, Nathan",Nathan Knight,1,2020,2021,nathan_knight,nathan_knight,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11
312,1628995,"Knox II, Kevin",Kevin Knox II,1,2018,2021,kevin_knox,kevin_knox_ii,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
313,1629723,"Konchar, John",John Konchar,1,2019,2021,john_konchar,john_konchar,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
314,1627788,"Korkmaz, Furkan",Furkan Korkmaz,1,2017,2021,furkan_korkmaz,furkan_korkmaz,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
315,1628436,"Kornet, Luke",Luke Kornet,1,2017,2021,luke_kornet,luke_kornet,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,11
316,1630249,"Krejci, Vit",Vit Krejci,1,2021,2021,vit_krejci,vit_krejci,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11
317,1629083,"Kulboka, Arnoldas",Arnoldas Kulboka,1,2021,2021,arnoldas_kulboka,arnoldas_kulboka,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
318,1630228,"Kuminga, Jonathan",Jonathan Kuminga,1,2021,2021,jonathan_kuminga,jonathan_kuminga,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,11
319,1628398,"Kuzma, Kyle",Kyle Kuzma,1,2017,2021,kyle_kuzma,kyle_kuzma,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
320,203897,"LaVine, Zach",Zach LaVine,1,2014,2021,zach_lavine,zach_lavine,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
321,1630237,"Lamb, Anthony",Anthony Lamb,1,2020,2021,anthony_lamb,anthony_lamb,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,11
322,203087,"Lamb, Jeremy",Jeremy Lamb,1,2012,2021,jeremy_lamb,jeremy_lamb,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01
323,1629111,"Landale, Jock",Jock Landale,1,2021,2021,jock_landale,jock_landale,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00
324,1629641,"Langford, Romeo",Romeo Langford,1,2019,2021,romeo_langford,romeo_langford,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
325,1627774,"Layman, Jake",Jake Layman,1,2016,2021,jake_layman,jake_layman,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
326,1627747,"LeVert, Caris",Caris LeVert,1,2016,2021,caris_levert,caris_levert,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
327,1627814,"Lee, Damion",Damion Lee,1,2017,2021,damion_lee,damion_lee,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01
328,1630240,"Lee, Saben",Saben Lee,1,2020,2021,saban_lee,saben_lee,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,11
329,203458,"Len, Alex",Alex Len,1,2013,2021,alex_len,alex_len,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
330,202695,"Leonard, Kawhi",Kawhi Leonard,1,2011,2021,kawhi_leonard,kawhi_leonard,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
331,1630575,"Lewis, Scottie",Scottie Lewis,1,2021,2021,tmp_scottie_lewis,scottie_lewis,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
332,1630184,"Lewis Jr., Kira",Kira Lewis Jr.,1,2020,2021,kira_lewis_jr,kira_lewis_jr,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
333,203081,"Lillard, Damian",Damian Lillard,1,2012,2021,damian_lillard,damian_lillard,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
334,1629642,"Little, Nassir",Nassir Little,1,2019,2021,nassir_little,nassir_little,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
335,1630587,"Livers, Isaiah",Isaiah Livers,1,2021,2021,isaiah_livers,isaiah_livers,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,11
336,1626172,"Looney, Kevon",Kevon Looney,1,2015,2021,kevon_looney,kevon_looney,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01
